X,Y,Z,YAW,PITCH,ANGLE_X,ANGLE_Y,W,A,S,D,SPRINT,SNEAK,JUMP,LMB,RMB,VEL_X,VEL_Y,VEL_Z
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
